TWEET,MESSAGE,MATCH,POLARITY
583,Snow Man 3rd Grandeur c w Big Bang Sweet 4 1 15 08,"['grandeur', 'sweet']",Positive
584,im usa99b2 Make It Hot Snow Man KISSIN MY LIPS Grandeur Kevan d D D EQUES SnowMan M,"['grandeur', 'hot']",Positive
585,here is SNOW FALLING IGH NOW,['falling'],Negative
586,616GWENS ACY stan jon snow instead UwU,[],Neutral
587,anniechromes my painting of guts haunted after his cold blooded assassinations guts berserk,"['berserk', 'cold']",Negative
588,his cold is rude AF,"['cold', 'rude']",Negative
589,Dev123Secret Whenever I see a girl in a bunny outfit the only thing I can think of is how she would look with snow bunny tattoos Is,[],Neutral
590,snowman world 1 1 EQUES Snow Man is our treasure EQUES SnowMan M V FridayLivestream,['treasure'],Positive
591,defdaily i unes First 1 for Call Me is from Estonia Cold Night is also 4 in Argentina Please purchase Call Me amp Cold Night,['cold'],Negative
592,ealMattCouch My God these morons are pushing masks again with vaccines if one works then you don t need the other In the mean,"['works', 'morons']",Neutral
593,mamb28 KevanKenney M V Snow Man Having debuted last year these 9guys represent a new type of J POP which I hope will reach people,[],Neutral
594,moneyymaya As he should ve he gaslighting is crazy when this energy should ve been reserved for the man that literally killed a man,"['crazy', 'killed']",Negative
595,President Snow was petty asf in the hunger games,['petty'],Negative
596,BK BeatYourBest BK B C,[],Neutral
597,Double facial for brown UltimaPorn UltimaPorn HandjobBlowjobFacials Link Seduced,[],Neutral
598,SagittariusMoon be like It was a bright cold day in April and the clocks were striking thirteen Geo,"['bright', 'like', 'striking', 'cold']",Positive
599,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
600,SN 20200122 2021 04 07 elease Snow Man ZE O 2020 he Movie,[],Neutral
601,MissKwegah1 PheloBala MosheNdiki Auntie aren t you blowing hot and cold at a go advancing the principles of,"['hot', 'cold']",Neutral
602,PenguinUKBooks It was a bright cold day in April and the clocks were striking thirteen George Orwell Nineteen Eighty Four hro,"['bright', 'striking', 'cold']",Positive
603,S1105xoxo b Snow Man Grandeur Big,['grandeur'],Positive
604,archive Jaebeom SCENE 3 1 Just Stay emastered 6 Cold night feat HNM Def Jomalxne 7 feat Jomalxne Def 8 Sweet Dr,"['feat', 'sweet', 'cold']",Positive
605,Justin rudeau his guy is a complete idiot We are going into summer Flu season is basically behind us Stop the scare tactics,"['idiot', 'scare']",Negative
606,K0BPxI5aQvxOc3U EQUES SnowMan M V FridayLivestream I m rooting for Snow Man Snow Man is the best Grandeur,"['best', 'grandeur']",Positive
607,Adenovirus adalah virus yg dpt menyebabkan berbagai simtom yg mirip dgn flu dan common cold Sebagian besar hanya g,"['cold', 'virus']",Negative
608,UL AGLOSS when hozier said i m so full of love i could barely eat and my baby s sweet as can be she gives me toothaches just from,"['love', 'sweet']",Positive
609,PenguinUKBooks It was a bright cold day in April and the clocks were striking thirteen George Orwell Nineteen Eighty Four hro,"['bright', 'striking', 'cold']",Positive
610,mi burst Snow Man D D Grandeur,['grandeur'],Positive
611,q te valga verga si pongo snow flower y christmas love cuando ya estamos en abril,['love'],Positive
612,im usa99b3 KevanKenney M V EQUES SnowMan M V FridayLivestream Good luck this week Snow Man Grandeur Big Bang Sw,"['good', 'grandeur', 'luck']",Positive
613,modelpress Snow Man steady,['steady'],Positive
614,EXCOCONNEC ION Full Video Of Denver Police Department Getting Stuck In he Snow During his Weeks Blizzard if it were me stuck,['stuck'],Negative
615,K0BPxI5aQvxOc3U EQUES SnowMan M V FridayLivestream I m rooting for Snow Man I always love you so much it makes,['love'],Positive
616,ogmssm Snow Man 15 3rd Grandeur,['grandeur'],Positive
617,OfuyuMama KevanKenney M V How cool is this Snow Man Grandeur Big Bang Sweet EVE Y HING IS EVE Y HING,"['cool', 'grandeur', 'sweet']",Positive
618,fanpage khloe Snow Bunny khloe,[],Neutral
619,O 7Ahga FFSHO E s Scene 3 on i unes and Apple Music Charts Focus on the title track Cold Night on i unes and keep streaming O,['cold'],Negative
620,snhirarito 13 13 Snow Man Grandeur Big Bang Sweet,"['grandeur', 'sweet']",Positive
621,UL AGLOSS when hozier said i m so full of love i could barely eat and my baby s sweet as can be she gives me toothaches just from,"['love', 'sweet']",Positive
622,gitardi hari ini bawa Syidi kucing dari FHUI ke vet karena dia atit flu tp ga perlu gw bantuin uda ngmg sendiri ke dokternya http,[],Neutral
623,CharLeach24x I hear Sam Corcoran or Lusty C as he s otherwise known After listening to his daily Covid stats my w,[],Neutral
624,Must be tiring to tweet about being a cold piece of work with zero feelings yawn gimme depth,"['work', 'cold', 'tiring', 'yawn']",Negative
625,Lily SNM KevanKenney M V EQUES SnowMan M V FridayLivestream hank you Kevan Snow Man fascinates everyone with cool dance an,['cool'],Positive
626,K0BPxI5aQvxOc3U EQUES SnowMan M V FridayLivestream I m rooting for Snow Man You always cheer me up Grandeur,"['cheer', 'grandeur']",Positive
627,Ofuyu03 KevanKenney M V EQUES SnowMan M V FridayLivestream Surrounded by the crowd Snow Man is alive and kicking gt gt,[],Neutral
628,Angelpup081412 Unfortunately we don t have that problem no snow here,"['problem', 'unfortunately']",Negative
629,xxlittlegeexx Freezing cold but worth it,"['worth', 'cold', 'freezing']",Negative
630,satomin snow Snow Man Grandeur Big Bang Sweet EVE Y HING IS EVE Y HING You ube CM,"['grandeur', 'sweet']",Positive
631,Lol nah,[],Neutral
632,burst snow Snow Man D D,[],Neutral
633,crypto blossoms 20 GCASH ID follow me and caught3377 like and rt quoted tweet rt this tweet ends in an hour DM,['like'],Positive
634,he cold nights helped ease his heated skin It seemed every day the heat would grow within him reminding him of wh,"['ease', 'helped', 'cold']",Positive
635,K0BPxI5aQvxOc3U EQUES SnowMan M V FridayLivestream I m rooting for Snow Man I m really always impressed Grand,"['grand', 'impressed']",Positive
636,PA urnpikeAlert A burst of Winter Weather will impact the Pa urnpike I 76 from the Ohio urnpike PA urnpike state line to Blue Mou,[],Neutral
637,IGO 7 SLV i unes El Salvador JAYBDEF 1 Sweet Dream 2 Call me 3 Cold Night OFFSHO E Scene3 DEF JAEBEOM JAYB,"['sweet', 'cold']",Neutral
639,cheer snowman3 Snow Man 3rd Grandeur c w Big Bang Sweet 4 1 13 18,"['cheer', 'grandeur', 'sweet']",Positive
640,miasnowbabyhii2 KevanKenney M V EQUES SnowMan M V FridayLivestream with BIG LOVE Snow Man Grandeur,"['grandeur', 'love']",Positive
641,Puts cold water in glass aggressively,['cold'],Negative
642,K0BPxI5aQvxOc3U EQUES SnowMan M V FridayLivestream I m rooting for Snow Man I want to hear the whole theme song H,[],Neutral
643,miasnowbabyhii2 KevanKenney M V EQUES SnowMan M V FridayLivestream BIG LOVE for Kevan and Snow Man Grandeur Big,"['grandeur', 'love']",Positive
644,burst snow D D Snow Man HELLO HELLO Grandeur,['grandeur'],Positive
645,oricon Snow Man SnowMan honeylemo,[],Neutral
646,burst snow Snow Man he D D Grandeur w,['grandeur'],Positive
647,caught3377 I ve never been anywhere cold as you,['cold'],Negative
648,im S pandey BJP4KisanOfAssam Boost to cold storage infra,"['boost', 'cold']",Neutral
649,dekusmom yeeeah that s why it was so recomendable i was arriving home so i immediately put it in cold water so,['cold'],Negative
650,K0BPxI5aQvxOc3U EQUES SnowMan M V FridayLivestream I m rooting for Snow Man he theme song for Honey Lemon Soda,['lemon'],Negative
651,btchesluvvsosa As a kid I was told that explaining myself during an argument was talking back so I have a real hard time expressing m,['hard'],Negative
652,zyashi28 KevanKenney M V tos EQUES SnowMan M V FridayLivestream Hi Kevan thank you for your tweet Snow Man Grandeur,"['grandeur', 'thank']",Positive
653,axelknudsen IsadoraBright MysterySolvent we lived with yellow pages vaccination book years decades ago didn t hurt then b,['hurt'],Negative
654,K0BPxI5aQvxOc3U EQUES SnowMan M V FridayLivestream I m rooting for Snow Man Honey Lemon Soda starring aul open,['lemon'],Negative
655,S a fiSh ELCH No wetsuits allowed he sea is predicted to be 14 16 degrees the team are doing lots of cold water swimming to acclim,['cold'],Negative
656,folklorebot cold was the steel of my axe to grind for the boys who broke my heart now i send their babies presents,"['broke', 'cold', 'grind']",Negative
657,ParvizKhazaei1 BA BODirib No2China No2I,[],Neutral
658,yukiyamasnowman KevanKenney M V EQUES SnowMan M V FridayLivestream HANK YOU KEVAN Snow Man O,[],Neutral
659,I HA E when skinny ppl ask me aren t you cold NO BI CH this blubber serves a purpose and it does it well leave me alone,"['well', 'cold', 'skinny']",Negative
660,people I hope she gets over the flu quickly,[],Neutral
661,KAMUS A FIX Yonghee eto bata na lalaki Ang cute ng snow selfie ko no hihi mahal ko mga pinoy fix,['cute'],Positive
662,K0BPxI5aQvxOc3U EQUES SnowMan M V FridayLivestream I m rooting for Snow Man aul s dancing is so mesmerizing I,['mesmerizing'],Positive
663,zlsQ9shZpCE4CSb HELLO HELLO Snow Man,[],Neutral
664,they stood side by side waiting for the rain to stop there is no sound from the two of them only the sound of ra,[],Neutral
665,rj0808 KevanKenney M V EQUES SnowMan M V FridayLivestream Snow Man Grandeur Big Bang Sweet,"['grandeur', 'sweet']",Positive
666,yanGilda422 Lana Del ey If he s a serial killer then what s the worst that can happen to a girl that s already hurt Crime noveli,"['crime', 'hurt', 'killer', 'worst']",Negative
667,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
668,itsSunnyVampire I hope this spell doesn t last long or I might catch a cold Could you give me a hug for warmth,"['hug', 'warmth', 'cold']",Positive
669,K0BPxI5aQvxOc3U EQUES SnowMan M V FridayLivestream I m rooting for Snow Man I m just so grateful to have found a,['grateful'],Positive
670,mhr burst9 9 KevanKenney M V Yapppp I m surprised that you know old Snow Man live performance EQUES SnowMan M V FridayLiv,[],Neutral
671,julieteresah Good morning Did you mean twitter was awful last night I didn t notice as I was in a happy bubble r,"['good', 'happy', 'awful']",Positive
672,bleachersbot i m standing here in the cold and i gotta get myself back home soon,['cold'],Negative
673,O 7Ahga FFSHO E s Scene 3 on i unes and Apple Music Charts Focus on the title track Cold Night on i unes and keep streaming O,['cold'],Negative
674,VGweb Snow Man SnowMan NHK BS Premium nhk dramas,['bs'],Negative
675,DreamInADream 0 he way Y stops and makes en go down first and carefully so he doesn t get hurt since the ground that day was slipp,['hurt'],Negative
676,99im usa KevanKenney I ll be rooting for Snow Man to make it to the top 5 again this week EQUES SnowMan M V FridayLivestream,['top'],Positive
677,almostjingo Can you believe President rump cured influenza People have been dying from it since 1918 and now it s gone,['dying'],Negative
678,PSA I refuse to be tested or get a vaccine to a virus flu with a 99 6 survival rate just so I can go to a rodeo s,"['survival', 'refuse', 'virus']",Negative
679,IGO 7 SLV i unes El Salvador JAYBDEF 1 Sweet Dream 2 Call me 3 Cold Night OFFSHO E Scene3 DEF JAEBEOM JAYB,"['sweet', 'cold']",Neutral
680,sMadisonatl1 oday is ransDayOfVisibility we ve come a long way but we still have a long way to Go hank you revorProject,[],Neutral
681,samasjapi JS49,[],Neutral
682,icky72643659 KevanKenney M V EQUES SnowMan M V FridayLivestream I really really love them like my sons I want to support th,"['like', 'love', 'support']",Positive
683,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
684,SarkySage Dictator Dan blah blah manslaughter something lefty soy cuck something communist fascist blah freedom rump no vaxine ju,"['freedom', 'blah', 'dictator', 'fascist']",Negative
685,dfitriani1 dr koko28 bnyk bgt komen nyumpahi kena covid buat yg kontra sama twit ini dikira yg kontra ga prnah kena apa penyakit re,[],Neutral
686,ParvizKhazaei1 Mauriello Grave Dwellers is a term about a particular form of homelessness in Iran in which unstable or poor,"['poor', 'unstable']",Negative
687,CallofDuty fix your fucking servers on Cold War,"['cold', 'fucking']",Negative
688,HeinzUK Introducing Smoup A tasty blend of the iconic Heinz Cream of omato Soup and classic Strawberry and Banana innocent Smo,['classic'],Positive
689,SubaruKaitX im glad then let it be cold we get to see u in hoodies then,"['glad', 'cold']",Neutral
690,kokindoki Snow Man 3 Grandeur HELLO HELLO,['grandeur'],Positive
691,itni garmi mein kisko flu houta hai bc,[],Neutral
692,O 7Ahga FFSHO E s Scene 3 on i unes and Apple Music Charts Focus on the title track Cold Night on i unes and keep streaming O,['cold'],Negative
693,But love is an emotional thing and whatever is emotional is opposed to that true cold reason which I place above,"['love', 'cold']",Neutral
694,lotus point he oald Dahl physiognomy passage is extremely applicable to modern day libtxrds who are ugly even if outwardly beautif,"['modern', 'ugly']",Neutral
695,10 Persona Voice 11 12 Snow Love 1 2 ED ZONE 3 P S I Love You 4 New,['love'],Positive
696,PISDI94 96 I m getting a vaccine shot for a man made virus less deadly than the flu said NO person with a brain ever,"['deadly', 'virus']",Negative
697,nSnow9 Kevan Make It Hot D D Snow Man Grandeur Big Bang Sweet EVE Y HING,"['grandeur', 'hot', 'sweet']",Positive
698,kokindoki D D Snow Man Stories KISSIN MY LIPS,[],Neutral
699,Snow Man 3rd Single Grandeur Big Bang Sweet 2nd Single KISSIN MY LIPS,"['grandeur', 'sweet']",Positive
700,oswaldomejiaart cesaramiel mujerdelibros voxfora antoninegre karlalever Psiconscientes YadySnchez1 Serratostapatio MelMeliMel,[],Neutral
701,gomer2323 We have been melting fast but the snow started this morning and it is not interior snow It is wet nasty slick stuff,"['fast', 'slick', 'nasty']",Positive
702,AnimatedWoman She has a bit of snow on her face I ended up taking some of it out as I felt it didn t read as snow Including,[],Neutral
703,jmatwood his time of year in North America many bumble bee queens will be waking up Before finding a nest site they spend time fora,[],Neutral
704,i0nq3 PlayStation 4 PS4live Call of Duty Black Ops Cold War live at,['cold'],Negative
705,Happy April Fools day,['happy'],Positive
706,snow,[],Neutral
707,AliAbunimah Another important expos of the US backed DC based Uyghur separatist extremists who are foot soldiers for the US empire s,"['important', 'extremists']",Neutral
708,yoonminau Yoonmin Min Yoongi meets Jimin during a winter hey fall in love and yoongi promises to come back Ji,"['love', 'promises', 'fall']",Positive
709,mirbitcs 2 1 vs dignitas OMG WHA A GAME LE S GO EAM NordaWIN tenzkiCSGO supracsgo hscsgo mertzCS NVD ytter we qualif,[],Neutral
710,Snow Early Warning 50cm for Corvatsch Diavolezza Lagalb over 7 days J2Ski Ski Snow eport Diavolezza,['warning'],Negative
711,SaphEsperanza 2017 Bernie s was a time too Snow time Brown Bag was I,[],Neutral
712,GAA s Biggest Hits amp ackles Motivation I was indoctrinated and forced to play since the,[],Neutral
713,99im usa KevanKenney M V Second time this week Snow Man hank you Kevan hat s a new GIF Make It Hot I love this song too it s,"['hot', 'love']",Positive
714,rawrbinwoo stay pressed cha eunwoo world domination,[],Neutral
715,oricon Snow Man SnowMan honeylemo,[],Neutral
716,Issa ae hank you to Variety and to everyone for the kind words and support Excited for this next chapter HOO AE And them sour,"['excited', 'support', 'variety', 'sour']",Positive
717,jav m1lf JUL 462 A Madonna Exclusive No 3 A Snow White Wife Is Lifting Her Creampie Ban After Having Babymaking Sex With Her Husb,[],Neutral
718,cIeansetag enough to fill my cold little heart back up,"['enough', 'cold']",Neutral
719,snowman world 1 1 EQUES Hirarito Sakura is one of the performances of akizawa Kabuki ZE O he figure of Snow Man dancing be,[],Neutral
720,priestquotes Gu Yun flipped over and pressed him in his arms he suddenly found that no wonder the ancients said that tenderness was a,"['wonder', 'tenderness']",Neutral
721,EZ AwaCHELSKI Lately I m becoming too cold and I don t think I like it lol,"['like', 'cold']",Neutral
722,Yu chan 0321 Snow ww ww,[],Neutral
723,Woi krass grabe na jud bah mura nakog buang diri cold man gihapon ka,['cold'],Negative
724,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
725,burst shouu Snow Man Grandeur,['grandeur'],Positive
726,fuwap15 I hear things about the demographics the disease afflicts the only data Ive seen is comparison to the a,[],Neutral
727,Day 3 of a cold my animal crossing island is looking great Will have to stream soon to show the chaos,"['great', 'chaos', 'cold']",Negative
728,fullback03 hen keep Bale and sign Dybala hat s ambition But there s more chance of snow falling in Dubai in su,['falling'],Negative
729,he common cold is now uncommon,['cold'],Negative
730,SAKU A0120333 KevanKenney M V Hi Kevan hanks for your tweeting I m rooting for Snow Man EQUES SnowMan M V FridayLivest,[],Neutral
731,IGO 7 SLV i unes El Salvador JAYBDEF 1 Sweet Dream 2 Call me 3 Cold Night OFFSHO E Scene3 DEF JAEBEOM JAYB,"['sweet', 'cold']",Neutral
733,Me making peanut sauce for cold noodles damn I forgot the fish sauce My boyfriend mid game placidly he forgot the fish sauce,"['cold', 'damn']",Negative
734,Nore MCC Aight give me a take and ill tell you if i agree or not and reply with hot spongbob or ice cold spongbob,"['hot', 'cold']",Neutral
735,Spring snow,[],Neutral
736,Posted a new song Snow White Prod By oxic 2to Infekshin music,[],Neutral
737,breakingweather No fooling hat s snow showing up on AccuWeather s radar across portions of the interior Northeast Find out how muc,[],Neutral
738,Check out this photograph on,[],Neutral
739,ime for my annual reminder that as tomorrow is Crap Friday bottleshops in NSW will be totally closed If you d li,['crap'],Negative
740,kokindoki Snow Man Grandeur D D,['grandeur'],Positive
741,whisper foot Fun Fact Fire foxes are able to stand the cold with minimal clothing required,"['fun', 'cold']",Neutral
742,nikasnow210121 KevanKenney M V EQUES SnowMan M V FridayLivestream hank you Kevan I am very happy I m rooting for Snow Man,['happy'],Positive
743,maxniederhofer German children have the anti nuclear agenda drilled into their heads from early childhood e g,[],Neutral
744,andrewlawrence Warning from the constabulary regarding illegal snow fun,"['fun', 'illegal', 'warning']",Negative
745,DmodosCutter I VNewsPolitics Guilty as sin Look at his body language and how tense he is Sunak after Johnson s job If he gets,"['guilty', 'sin', 'tense']",Negative
746,SW1105xoxo b Snow Man Grandeur Big Bang Sweet EVE Y HING I,"['grandeur', 'sweet']",Positive
747,IGO 7 SLV i unes El Salvador JAYBDEF 1 Sweet Dream 2 Call me 3 Cold Night OFFSHO E Scene3 DEF JAEBEOM JAYB,"['sweet', 'cold']",Neutral
748,heobroma c93 KevanKenney M V EQUES SnowMan M V FridayLivestream Without overlapping the nine of them have developed their,[],Neutral
749,VGweb Snow Man SnowMan NHK BS Premium nhk dramas,['bs'],Negative
750,UL AGLOSS when hozier said i m so full of love i could barely eat and my baby s sweet as can be she gives me toothaches just from,"['love', 'sweet']",Positive
751,Koya luv7 hey snow it s coming today snow flower,[],Neutral
753,O 7Ahga FFSHO E s Scene 3 on i unes and Apple Music Charts Focus on the title track Cold Night on i unes and keep streaming O,['cold'],Negative
754,burstkimiDD Grandeur KISSIN MY LIPS Snow Man Let s,['grandeur'],Positive
755,DreaNicole My best friend stay putting me on game from a male perspective He said If you ever feel like a nigga hot and cold he,"['best', 'hot', 'like', 'cold']",Positive
756,eflexpillow Good morning no snow here on Exmoor how about you earlybiz,['good'],Positive
757,burst yukineko2 KevanKenney M V hank you Kevan I would like to aim for the top 5 this week EQUES SnowMan M V FridayLivestr,"['like', 'top']",Positive
758,skinnydouche damn a cold Wednesday night and I m playing cod not suckin on a titty,"['cold', 'damn']",Negative
759,brust68756031 Snow Man ZIG ZAG LOVE 400 D D Snow Man ASIA OU 2D 2D,['love'],Positive
760,BK BeatYourBest BK B C,[],Neutral
761,Aight josey tsunami I see you,[],Neutral
762,31 It was no use taking that medicine for a cold,['cold'],Negative
763,BK BeatYourBest BK B C,[],Neutral
764,BlueJB7 Cold Night feat HNM Def amp Jomalxne by FFSHO E OFFSHO E Scene3 JAYBDEF Def JAEBEOM JAYB GO 7Offi,"['feat', 'cold']",Neutral
766,SenatorDurbin he fact that overcrowding of kids at our borders occurred under both the Obama and rump Admins is cold comfort as we s,"['comfort', 'cold']",Neutral
767,cheer snowman3 Snow Man 3rd Grandeur c w Big Bang Sweet 4 1 14 18,"['cheer', 'grandeur', 'sweet']",Positive
768,I m playing Cold War Zombies Outbreak right now at come join me WaveformGaming,"['right', 'cold', 'outbreak']",Negative
769,hoahele9 req KevanKenney M V hanks for the second chance Kevan Make It Hot is an intense and sexy look at Snow Man EQUE,"['hot', 'sexy', 'intense']",Positive
770,his so very nearly got me,[],Neutral
771,Gunmetalr0se BF Snow trip sk8infinity SK8 HEINFINI Y,[],Neutral
772,My nigga Stackz really gone He never bothered anybody and got his life taken from him Such a cold world we live in Smh,"['bothered', 'cold']",Negative
773,snhirarito Snow Man 14 23 Grandeur Big Bang Sweet EVE Y HING IS EVE Y,"['grandeur', 'sweet']",Positive
774,red magumagu KevanKenney M V EQUES SnowMan M V FridayLivestream Niceeeeeee hanks Kevan Snow Man Grandeur KISSIN MY L,['grandeur'],Positive
775,kokindoki D D Snow Man Stories KISSIN MY LIPS,[],Neutral
776,BoitumeloSkyler hat s right BoitumeloSkyler It s even much better when it s cold ALLIN,"['better', 'right', 'cold']",Positive
777,im usa99b HELLO HELLO d D D Snow Man,[],Neutral
778,UL AGLOSS when hozier said i m so full of love i could barely eat and my baby s sweet as can be she gives me toothaches just from,"['love', 'sweet']",Positive
779,BK BeatYourBest BK B C,[],Neutral
780,Srjmxrell sorry for being cold when i get sad,"['cold', 'sad', 'sorry']",Negative
781,Check out my broadcast from my PlayStation 4 PS4live Call of Duty Black Ops Cold War live at,['cold'],Negative
782,Nipples erect it s cold,['cold'],Negative
783,cheer snowman2k Snow Man M V Grandeur Big Bang Sweet 4 1 14 33,"['cheer', 'grandeur', 'sweet']",Positive
784,OfuyuMama KevanKenney M V hanks Kevan his video is from before Snow Man s debut Snow Man Grandeur Big Bang,['grandeur'],Positive
785,wara3 usagi Snow Man D D KISSIN MY LIPS Stories Crazy F E S H Beat Grandeur Sn,"['grandeur', 'crazy']",Neutral
786,I m always up late after the show because I m all amped up Usually I m out cold by midnight,['cold'],Negative
787,omoaqin aproko doctor for the past few years my mum gets this nasty cough from time to time triggered by anything and everything c,['nasty'],Negative
788,kokindoki Stories Grandeur KISSIN MY LIPS HELLO HELLO Snow Man,['grandeur'],Positive
789,MrNokkie MbalulaFikile PresidencyZA abigailmusida zozitunzi somizi Are u listening amaphosa here are citi,[],Neutral
790,Apparently there were plans for a Snow Crash PC game at some point,['crash'],Negative
791,honeylemon eiga Snow Man SnowMan HEL,[],Neutral
792,WoahyChloe I m playing Cold War Zombies Outbreak right now at come join me WaveformGaming WaveformGaming,"['right', 'cold', 'outbreak']",Negative
793,sn 9xX HELLO HELLO 15 00 Snow Man 3rd Grandeur Big Bang Sweet,"['grandeur', 'sweet']",Positive
794,VGweb Snow Man SnowMan NHK BS Premium nhk dramas,['bs'],Negative
795,LepapillonBlu Derek Chauvin is a cold blooded killer,"['cold', 'killer']",Negative
796,aka yunomi KevanKenney M V EQUES SnowMan M V FridayLivestream Make It Hotttttttt aka MEKIHO Snow Man Grandeur K,['grandeur'],Positive
797,mn enta Snow Man steady LOVE SnowMan steady ZE O,"['love', 'steady']",Positive
798,LangmanVince If my son s school makes him get a Kung Flu vaccine to go back into class next year hat will be the last straw Home Sc,[],Neutral
799,kokindoki Snow Man Grandeur D D,['grandeur'],Positive
800,rodswift2 silkiecarlo flossyflange As expected another part of the WEF Covid19 he Great eset Where I had a severe adverse react,"['great', 'adverse', 'severe']",Negative
801,OfuyuMama KevanKenney M V Wow that s great Good choice Snow Man Grandeur Big Bang Sweet EVE Y HING IS E,"['good', 'grandeur', 'great', 'sweet', 'wow']",Positive
802,cheer snowman3 Snow Man 3rd Grandeur c w Big Bang Sweet 4 1 15 08,"['cheer', 'grandeur', 'sweet']",Positive
803,IGO 7 SLV i unes El Salvador JAYBDEF 1 Sweet Dream 2 Call me 3 Cold Night OFFSHO E Scene3 DEF JAEBEOM JAYB,"['sweet', 'cold']",Neutral
804,im usa99b KevanKenney M V hanks Kevan his week Snow Man wants to keep going up EQUES SnowMan M V FridayLivestream Grande,[],Neutral
805,oricon Snow Man SnowMan honeylemo,[],Neutral
806,FtblGoatrizio imVkohli Cold,['cold'],Negative
807,kayjay34350 S O Y OF HE LADY WHO SAVED POONCH IN 1971 WA by Col Lalit Chamola SM General Salute Late Mrs Mali Gujjar saviour of,['salute'],Positive
808,wkmnz ILOVE by Official dism Pianist kikichan piano in Fukuoka Kokura Station Snow in Fukuoka is rare KIKI,[],Neutral
809,WeWillBeFree82 SA S CoV2 was already circulating around the world as early as September 2019 Nobody in the Northern hemisphere notice,[],Neutral
810,hey talking bout dam snow tomorrow and it was 72 today so tired of Cleveland got two more months of this,['tired'],Negative
811,brust68756031 Snow Man ZIG ZAG LOVE 400 D D Snow Man ASIA OU 2D 2D,['love'],Positive
812,PenguinUKBooks It was a bright cold day in April and the clocks were striking thirteen George Orwell Nineteen Eighty Four hro,"['bright', 'striking', 'cold']",Positive
813,1anjohn Why women gotta be knocked out cold for y all to consider it abuse,"['abuse', 'cold']",Negative
814,OWCalifornia Signs you re from California 1 Complain when it s hot 2 Complain when it s cold,"['hot', 'cold', 'complain']",Negative
815,1anjohn Why women gotta be knocked out cold for y all to consider it abuse,"['abuse', 'cold']",Negative
816,O 7Ahga FFSHO E s Scene 3 on i unes and Apple Music Charts Focus on the title track Cold Night on i unes and keep streaming O,['cold'],Negative
817,LE SGOOOOO UP UP UPPPP,[],Neutral
818,SUPPO FEDE AL A MY WhatsHappeningInMyanmar Apr1Coup,[],Neutral
819,Pisces erms Pisces humor may be warm amp innocent or cold amp ruthless since we are very sarcastic,"['humor', 'warm', 'cold', 'ruthless', 'sarcastic']",Negative
820,subtanyarl jelek bgtt gw semalem tbtb demam tinggi flu gaenak bgt asli sekarang juga ga turun turun demamnya,[],Neutral
821,CharLeach24x I hear Sam Corcoran or Lusty C as he s otherwise known has similar issues After listening to his dai,['issues'],Negative
822,BK BeatYourBest BK B C,[],Neutral
823,oricon Snow Man LOVE Steady SnowMan steady,"['love', 'steady']",Positive
824,GenshinImpact ales From the Snow Mountain Genshin Impact Dragonspine OS Feature Video GenshinImpact,[],Neutral
825,im usa99b HELLO HELLO d D D Snow Man,[],Neutral
826,defdaily i unes First 1 for Call Me is from Estonia Cold Night is also 4 in Argentina Please purchase Call Me amp Cold Night,['cold'],Negative
827,nik3135,[],Neutral
828,ju shanelle I m so cold w it,['cold'],Negative
829,modelpress Snow Man steady,['steady'],Positive
830,IGO 7 SLV i unes El Salvador JAYBDEF 1 Sweet Dream 2 Call me 3 Cold Night OFFSHO E Scene3 DEF JAEBEOM JAYB,"['sweet', 'cold']",Neutral
831,oricon Snow Man LOVE Steady SnowMan steady,"['love', 'steady']",Positive
832,i got a cold and it sucks,"['cold', 'sucks']",Negative
833,oricon Snow Man LOVE Steady SnowMan steady,"['love', 'steady']",Positive
834,raining snow to respond to snow and,[],Neutral
835,fuka fuka xoox Snow Man Snow Man SnowMan,[],Neutral
836,My journey into work this morning Who d have thought it after the glorious sunshine we have enjoyed snow,"['enjoyed', 'glorious', 'work']",Positive
837,Snow to hit as Arctic blast brings bitterly cold Easter days after 24C sun,"['bitterly', 'cold']",Negative
838,tea milk 1 KevanKenney M V hank you Kevan I was surprised by the live video I love Snow Man EQUES SnowMan M V,['love'],Positive
839,oricon Snow Man SnowMan honeylemo,[],Neutral
840,auraflrt basically felix was on the bus and on his way to the busan fansign and guess what he sees outside HE SEES SNOW,[],Neutral
841,Snow Man Snow Man 14 kawakita,[],Neutral
842,DreaNicole My best friend stay putting me on game from a male perspective He said If you ever feel like a nigga hot and cold he,"['best', 'hot', 'like', 'cold']",Positive
843,derroh Bro huyu Ivy wako ni mgani Because,[],Neutral
844,a greenlilbird7 LE SGOOOOO UP UP UPPPP,[],Neutral
845,modelpress Snow Man V,[],Neutral
846,ACCIDEN HI AND UN COLD at 4600 NE 109 H AVE PO Portland Police PP21000086070 22 47 pdx911,['cold'],Negative
847,MohauSam It is starting to get cold in the morning and it s even dark at 6am Don t be afraid to move around your exercise times to f,"['afraid', 'cold', 'dark']",Negative
848,SenatorDurbin he fact that overcrowding of kids at our borders occurred under both the Obama and rump Admins is cold comfort as we s,"['comfort', 'cold']",Neutral
